DEFAULT	2017-08-16	PFM002	UTI RETIREMENT SOLUTIONS LIMITED	SM002008	UTI RETIREMENT SOLUTIONS SCHEME G - TIER II	21.0685	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM002	UTI RETIREMENT SOLUTIONS LIMITED	SM002011	NPS TRUST - A/C UTI RETIREMENT SOLUTIONS LTD. SCHEME - ATAL PENSION YOJANA (APY)	12.8271	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM002	UTI RETIREMENT SOLUTIONS LIMITED	SM002012	UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME A - TIER I	10.5406	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM002	UTI RETIREMENT SOLUTIONS LIMITED	SM002013	UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME A - TIER II	10	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM002	UTI RETIREMENT SOLUTIONS LIMITED	SM002001	UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME- CENTRAL GOVT	25.0527	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM002	UTI RETIREMENT SOLUTIONS LIMITED	SM002002	UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME- STATE GOVT	22.3304	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM002	UTI RETIREMENT SOLUTIONS LIMITED	SM002003	UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME E - TIER I	25.6565	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM002	UTI RETIREMENT SOLUTIONS LIMITED	SM002004	UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME C - TIER I	22.0233	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM002	UTI RETIREMENT SOLUTIONS LIMITED	SM002006	UTI RETIREMENT SOLUTIONS SCHEME E - TIER II	20.7304	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM002	UTI RETIREMENT SOLUTIONS LIMITED	SM002009	NPS TRUST A/C-UTI RETIREMENT SOLUTIONS LIMITED- NPS LITE SCHEME - GOVT. PATTERN	20.7961	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM002	UTI RETIREMENT SOLUTIONS LIMITED	SM002010	UTI RETIREMENT SOLUTIONS PENSION FUND SCHEME - CORPORATE-CG	10	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM003	LIC PENSION FUND LIMITED	SM003001	LIC PENSION FUND SCHEME - CENTRAL GOVT	25.1506	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM003	LIC PENSION FUND LIMITED	SM003002	LIC PENSION FUND SCHEME - STATE GOVT	22.4935	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM003	LIC PENSION FUND LIMITED	SM003003	NPS TRUST A/C-LIC PENSION FUND LIMITED- NPS LITE SCHEME - GOVT. PATTERN	20.6817	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM003	LIC PENSION FUND LIMITED	SM003004	LIC PENSION FUND LIMITED SCHEME - CORPORATE-CG	16.6037	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM003	LIC PENSION FUND LIMITED	SM003006	LIC PENSION FUND SCHEME C - TIER I	15.8037	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM003	LIC PENSION FUND LIMITED	SM003009	LIC PENSION FUND SCHEME C - TIER II	14.8584	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM003	LIC PENSION FUND LIMITED	SM003010	LIC PENSION FUND SCHEME G - TIER II	16.3515	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM003	LIC PENSION FUND LIMITED	SM003005	LIC PENSION FUND SCHEME E - TIER I	17.0741	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM003	LIC PENSION FUND LIMITED	SM003007	LIC PENSION FUND SCHEME G - TIER I	16.412	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM003	LIC PENSION FUND LIMITED	SM003008	LIC PENSION FUND SCHEME E - TIER II	14.3707	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM003	LIC PENSION FUND LIMITED	SM003011	NPS TRUST - A/C LIC PENSION FUND SCHEME - ATAL PENSION YOJANA (APY)	12.7849	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM003	LIC PENSION FUND LIMITED	SM003012	LIC PENSION FUND SCHEME A - TIER I	10.5036	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM003	LIC PENSION FUND LIMITED	SM003013	LIC PENSION FUND SCHEME A - TIER II	10	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM005	KOTAK MAHINDRA PENSION FUND LIMITED	SM005001	KOTAK PENSION FUND SCHEME E - TIER I	24.1029	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM005	KOTAK MAHINDRA PENSION FUND LIMITED	SM005002	KOTAK PENSION FUND SCHEME C - TIER I	24.1951	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM005	KOTAK MAHINDRA PENSION FUND LIMITED	SM005003	KOTAK PENSION FUND SCHEME G - TIER I	20.9819	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM005	KOTAK MAHINDRA PENSION FUND LIMITED	SM005004	KOTAK PENSION FUND SCHEME E - TIER II	21.3305	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM005	KOTAK MAHINDRA PENSION FUND LIMITED	SM005006	KOTAK PENSION FUND SCHEME G - TIER II	19.6984	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM005	KOTAK MAHINDRA PENSION FUND LIMITED	SM005009	KOTAK PENSION FUND SCHEME A - TIER II	10	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM005	KOTAK MAHINDRA PENSION FUND LIMITED	SM005005	KOTAK PENSION FUND SCHEME C - TIER II	20.8294	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM005	KOTAK MAHINDRA PENSION FUND LIMITED	SM005007	NPS TRUST A/C-KOTAK MAHINDRA PENSION FUND LIMITED- NPS LITE SCHEME - GOVT. PATTERN	18.2447	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM005	KOTAK MAHINDRA PENSION FUND LIMITED	SM005008	KOTAK PENSION FUND SCHEME A - TIER I	10.4712	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM006	RELIANCE CAPITAL PENSION FUND LIMITED	SM006001	RELIANCE PENSION FUND SCHEME E - TIER I	24.2328	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM006	RELIANCE CAPITAL PENSION FUND LIMITED	SM006002	RELIANCE PENSION FUND SCHEME C - TIER I	21.8556	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM006	RELIANCE CAPITAL PENSION FUND LIMITED	SM006003	RELIANCE PENSION FUND SCHEME G - TIER I	20.4667	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM006	RELIANCE CAPITAL PENSION FUND LIMITED	SM006004	RELIANCE PENSION FUND SCHEME E - TIER II	20.7155	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM006	RELIANCE CAPITAL PENSION FUND LIMITED	SM006006	RELIANCE PENSION FUND SCHEME G - TIER II	19.9	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM006	RELIANCE CAPITAL PENSION FUND LIMITED	SM006009	RELIANCE PENSION FUND SCHEME A - TIER II	10	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM006	RELIANCE CAPITAL PENSION FUND LIMITED	SM006005	RELIANCE PENSION FUND SCHEME C - TIER II	20.3385	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM006	RELIANCE CAPITAL PENSION FUND LIMITED	SM006007	NPS TRUST A/C-RELIANCE CAPITAL PENSION FUND LIMITED- NPS LITE SCHEME - GOVT. PATTERN	10	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM006	RELIANCE CAPITAL PENSION FUND LIMITED	SM006008	RELIANCE PENSION FUND SCHEME A - TIER I	10.4505	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM007	ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED	SM007001	ICICI PRUDENTIAL PENSION FUND SCHEME E - TIER I	25.6896	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM007	ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED	SM007002	ICICI PRUDENTIAL PENSION FUND SCHEME C - TIER I	24.243	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM007	ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED	SM007003	ICICI PRUDENTIAL PENSION FUND SCHEME G - TIER I	21.031	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM007	ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED	SM007004	ICICI PRUDENTIAL PENSION FUND SCHEME E - TIER II	20.2355	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM007	ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED	SM007006	ICICI PRUDENTIAL PENSION FUND SCHEME G - TIER II	20.1562	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM007	ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED	SM007009	ICICI PRUDENTIAL PENSION FUND SCHEME A - TIER II	10	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM007	ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED	SM007005	ICICI PRUDENTIAL PENSION FUND SCHEME C - TIER II	22.6044	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM007	ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED	SM007007	NPS TRUST A/C-ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED- NPS LITE SCHEME - GOVT. PATTERN	10	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM007	ICICI PRUDENTIAL PENSION FUNDS MANAGEMENT COMPANY LIMITED	SM007008	ICICI PRUDENTIAL PENSION FUND SCHEME A - TIER I	10.7149	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM008	HDFC PENSION MANAGEMENT COMPANY LIMITED	SM008005	HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME C - TIER II	14.8545	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM008	HDFC PENSION MANAGEMENT COMPANY LIMITED	SM008007	NPS TRUST A/C-HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME - NPS LITE SCHEME - GOVT. PATTERN	10	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM008	HDFC PENSION MANAGEMENT COMPANY LIMITED	SM008008	HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME A - TIER I	10.5442	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM008	HDFC PENSION MANAGEMENT COMPANY LIMITED	SM008001	HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME E - TIER I	19.1501	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM008	HDFC PENSION MANAGEMENT COMPANY LIMITED	SM008002	HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME C - TIER I	15.7686	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM008	HDFC PENSION MANAGEMENT COMPANY LIMITED	SM008003	HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME G - TIER I	15.5756	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM008	HDFC PENSION MANAGEMENT COMPANY LIMITED	SM008004	HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME E - TIER II	16.5617	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM008	HDFC PENSION MANAGEMENT COMPANY LIMITED	SM008006	HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME G - TIER II	15.9072	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM008	HDFC PENSION MANAGEMENT COMPANY LIMITED	SM008009	HDFC PENSION MANAGEMENT COMPANY LIMITED SCHEME A - TIER II	10	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM010	BIRLA SUN LIFE PENSION MANAGEMENT LIMITED	SM010001	BIRLA SUN LIFE PENSION SCHEME E - TIER I	10.6145	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM010	BIRLA SUN LIFE PENSION MANAGEMENT LIMITED	SM010002	BIRLA SUN LIFE PENSION SCHEME C - TIER I	10.6375	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM010	BIRLA SUN LIFE PENSION MANAGEMENT LIMITED	SM010003	BIRLA SUN LIFE PENSION SCHEME G - TIER I	10.5249	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM010	BIRLA SUN LIFE PENSION MANAGEMENT LIMITED	SM010004	BIRLA SUN LIFE PENSION SCHEME A - TIER I	10.1615	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM010	BIRLA SUN LIFE PENSION MANAGEMENT LIMITED	SM010006	BIRLA SUN LIFE PENSION SCHEME C - TIER II	10.4031	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM010	BIRLA SUN LIFE PENSION MANAGEMENT LIMITED	SM010005	BIRLA SUN LIFE PENSION SCHEME E - TIER II	10.5891	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM010	BIRLA SUN LIFE PENSION MANAGEMENT LIMITED	SM010007	BIRLA SUN LIFE PENSION SCHEME G - TIER II	10.2223	admin	2017-08-16	N
DEFAULT	2017-08-16	PFM010	BIRLA SUN LIFE PENSION MANAGEMENT LIMITED	SM010008	BIRLA SUN LIFE PENSION SCHEME A - TIER II	10	admin	2017-08-16	N
